scope,wmo,sensor_model,sensor_serial,parameter,coefficient,value,source_file,source_variable,interpretation
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,Pcoef3,0.0419,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,Pcorr intercept; Aanderaa default; family-generic (identical in all 13 INCOIS 301 meta.nc)
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,PhaseCoef0,-2.62483,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,CalPhase cubic c0 (per-foil factory calibration); float-specific (varies across the 13 INCOIS 301 meta.nc)
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,PhaseCoef1,1.0122,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,CalPhase cubic c1 (per-foil factory calibration); float-specific (varies across the 13 INCOIS 301 meta.nc)
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,PhaseCoef2,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,CalPhase cubic c2 (zero: Aanderaa standard foils); family-generic (identical in all 13 INCOIS 301 meta.nc)
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,PhaseCoef3,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,CalPhase cubic c3 (zero: Aanderaa standard foils); family-generic (identical in all 13 INCOIS 301 meta.nc)
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,Spreset,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,reference salinity [psu] of the Scorr vapour-pressure ratio; family-generic (identical in all 13 INCOIS 301 meta.nc)
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c0,-3.60479e-06,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,foil polynomial c0 (per foil-batch factory calibration); float-specific (varies across the 13 INCOIS 301 meta.nc)
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c1,-6.84366e-06,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,foil polynomial c1 (per foil-batch factory calibration); float-specific (varies across the 13 INCOIS 301 meta.nc)
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c10,-309.375,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,foil polynomial c10 (per foil-batch factory calibration); float-specific (varies across the 13 INCOIS 301 meta.nc)
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c11,2.92369,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,foil polynomial c11 (per foil-batch factory calibration); float-specific (varies across the 13 INCOIS 301 meta.nc)
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c12,-0.0222201,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,foil polynomial c12 (per foil-batch factory calibration); float-specific (varies across the 13 INCOIS 301 meta.nc)
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c13,0.000214634,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,foil polynomial c13 (per foil-batch factory calibration); float-specific (varies across the 13 INCOIS 301 meta.nc)
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c14,-7.93483e-07,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,foil polynomial c14 (per foil-batch factory calibration); float-specific (varies across the 13 INCOIS 301 meta.nc)
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c15,3792.41,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,foil polynomial c15 (per foil-batch factory calibration); float-specific (varies across the 13 INCOIS 301 meta.nc)
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c16,-49.3514,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,foil polynomial c16 (per foil-batch factory calibration); float-specific (varies across the 13 INCOIS 301 meta.nc)
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c17,0.633521,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,foil polynomial c17 (per foil-batch factory calibration); float-specific (varies across the 13 INCOIS 301 meta.nc)
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c18,-0.0108549,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,foil polynomial c18 (per foil-batch factory calibration); float-specific (varies across the 13 INCOIS 301 meta.nc)
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c19,0.000121895,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,foil polynomial c19 (per foil-batch factory calibration); float-specific (varies across the 13 INCOIS 301 meta.nc)
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c2,0.0018392,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,foil polynomial c2 (per foil-batch factory calibration); float-specific (varies across the 13 INCOIS 301 meta.nc)
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c20,-7.34497e-07,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,foil polynomial c20 (per foil-batch factory calibration); float-specific (varies across the 13 INCOIS 301 meta.nc)
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c21,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial c21 (unused term, zero); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c22,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial c22 (unused term, zero); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c23,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial c23 (unused term, zero); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c24,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial c24 (unused term, zero); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c25,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial c25 (unused term, zero); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c26,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial c26 (unused term, zero); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c27,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial c27 (unused term, zero); family-generic (identical in all 13 INCOIS 301 meta.nc)"
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c3,-0.198444,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,foil polynomial c3 (per foil-batch factory calibration); float-specific (varies across the 13 INCOIS 301 meta.nc)
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c4,0.000812123,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,foil polynomial c4 (per foil-batch factory calibration); float-specific (varies across the 13 INCOIS 301 meta.nc)
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c5,-1.22073e-06,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,foil polynomial c5 (per foil-batch factory calibration); float-specific (varies across the 13 INCOIS 301 meta.nc)
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c6,10.8689,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,foil polynomial c6 (per foil-batch factory calibration); float-specific (varies across the 13 INCOIS 301 meta.nc)
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c7,-0.0709398,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,foil polynomial c7 (per foil-batch factory calibration); float-specific (varies across the 13 INCOIS 301 meta.nc)
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c8,0.000281047,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,foil polynomial c8 (per foil-batch factory calibration); float-specific (varies across the 13 INCOIS 301 meta.nc)
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,c9,-1.32885e-06,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,foil polynomial c9 (per foil-batch factory calibration); float-specific (varies across the 13 INCOIS 301 meta.nc)
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m0,1,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m0 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m1,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m1 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m10,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m10 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m11,1,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m11 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m12,2,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m12 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m13,3,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m13 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m14,4,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m14 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m15,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m15 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m16,1,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m16 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m17,2,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m17 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m18,3,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m18 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m19,4,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m19 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m2,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m2 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m20,5,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m20 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m21,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m21 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m22,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m22 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m23,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m23 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m24,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m24 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m25,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m25 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m26,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m26 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m27,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m27 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m3,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m3 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m4,1,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m4 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m5,2,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m5 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m6,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m6 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m7,1,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m7 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m8,2,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m8 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,m9,3,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial temperature exponent m9 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n0,4,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n0 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n1,5,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n1 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n10,1,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n10 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n11,1,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n11 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n12,1,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n12 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n13,1,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n13 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n14,1,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n14 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n15,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n15 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n16,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n16 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n17,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n17 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n18,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n18 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n19,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n19 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n2,4,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n2 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n20,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n20 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n21,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n21 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n22,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n22 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n23,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n23 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n24,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n24 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n25,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n25 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n26,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n26 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n27,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n27 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n3,3,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n3 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n4,3,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n4 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n5,3,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n5 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n6,2,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n6 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n7,2,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n7 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n8,2,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n8 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,DOXY,n9,2,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"foil polynomial CalPhase exponent n9 (structural, Aanderaa method; value generic, file formatting varies); family-generic (identical in all 13 INCOIS 301 meta.nc)"
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,TEMP_DOXY,T0,21.9416,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"optode thermistor polynomial T0 (per-unit factory calibration; firmware-internal, reference only); float-specific (varies across the 13 INCOIS 301 meta.nc)"
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,TEMP_DOXY,T1,-0.0304766,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"optode thermistor polynomial T1 (per-unit factory calibration; firmware-internal, reference only); float-specific (varies across the 13 INCOIS 301 meta.nc)"
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,TEMP_DOXY,T2,2.84647e-06,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"optode thermistor polynomial T2 (per-unit factory calibration; firmware-internal, reference only); float-specific (varies across the 13 INCOIS 301 meta.nc)"
float_specific,2902092,AANDERAA_OPTODE_4330,n/a,TEMP_DOXY,T3,-4.12687e-09,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"optode thermistor polynomial T3 (per-unit factory calibration; firmware-internal, reference only); float-specific (varies across the 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,TEMP_DOXY,T4,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"optode thermistor polynomial T4 (per-unit factory calibration; firmware-internal, reference only); family-generic (identical in all 13 INCOIS 301 meta.nc)"
family_generic,2902092,AANDERAA_OPTODE_4330,n/a,TEMP_DOXY,T5,0,incois_2902092_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,"optode thermistor polynomial T5 (per-unit factory calibration; firmware-internal, reference only); family-generic (identical in all 13 INCOIS 301 meta.nc)"
float_specific,2902093,ECO_FLBB,2661,BBP700,DARK_BACKSCATTERING700,51,incois_2902093_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,WETLABS factory backscatter dark counts; float-specific (varies across the 13 INCOIS 301 meta.nc)
float_specific,2902093,ECO_FLBB,2661,BBP700,SCALE_BACKSCATTERING700,1.86e-06,incois_2902093_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,WETLABS factory backscatter scale [m-1 per count]; float-specific (varies across the 13 INCOIS 301 meta.nc)
family_generic,2902093,ECO_FLBB,2661,BBP700,khi,1.097,incois_2902093_meta.nc,PREDEPLOYMENT_CALIB_COEFFICIENT,Boss/Roesler chi factor 1.097 for 142-degree backscatter; family-generic (identical in all 13 INCOIS 301 meta.nc)
